ticker,call_date,maec_folder,text_path,reporting_period_end_q,reporting_period_end_a,reporting_period_end,q_consensus_statpers,q_consensus_n_analysts,q_consensus_eps_mean,q_consensus_eps_median,q_consensus_eps_stdev,q_consensus_eps_high,q_consensus_eps_low,q_actual_eps,q_actual_announcement_date,a_consensus_statpers,a_consensus_n_analysts,a_consensus_eps_mean,a_consensus_eps_median,a_consensus_eps_stdev,a_consensus_eps_high,a_consensus_eps_low,a_actual_eps,a_actual_announcement_date,reporting_fy_int,current_fy_label,next_fy_label,cur_guidance_ebitda,cur_guidance_eps_excl,cur_guidance_eps_excl_high,cur_guidance_eps_excl_low,cur_guidance_revenue,cur_guidance_revenue_high,cur_guidance_revenue_low,next_guidance_ebitda,next_guidance_eps_excl,next_guidance_eps_excl_high,next_guidance_eps_excl_low,next_guidance_revenue,next_guidance_revenue_high,next_guidance_revenue_low,guidance_eps_midpoint,qtr_surprise_vs_consensus,qtr_beat_consensus,ann_surprise_vs_consensus,ann_beat_consensus,ann_surprise_vs_guidance,ann_beat_guidance_midpoint,annual_actual_in_guidance_range
LNTH,2017-05-02,20170502_LNTH,raw_data/transcripts/maec/MAEC_Dataset/20170502_LNTH/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-04-20,3.0,0.19,0.19,0.0,0.19,0.18,0.28,2017-05-02,2017-02-16,3.0,0.66,0.66,0.0,0.66,0.65,0.72,2017-02-21,2016.0,FY2016,FY2017,74.0,,,,297.5,299.0,296.0,87.0,,,,324.0,325.0,323.0,,0.09000000000000002,True,0.05999999999999994,True,,,
LNTH,2017-11-02,20171102_LNTH,raw_data/transcripts/maec/MAEC_Dataset/20171102_LNTH/text.txt,2017-09-30,2016-12-31,2017-09-30,2017-10-19,4.0,0.21,0.21,0.02,0.23,0.19,0.24,2017-11-02,2017-02-16,3.0,0.66,0.66,0.0,0.66,0.65,0.72,2017-02-21,2016.0,FY2016,FY2017,74.0,,,,297.5,299.0,296.0,87.0,,,,324.0,325.0,323.0,,0.03,True,0.05999999999999994,True,,,
LNTH,2018-02-26,20180226_LNTH,raw_data/transcripts/maec/MAEC_Dataset/20180226_LNTH/text.txt,2017-12-31,2017-12-31,2017-12-31,2018-02-15,3.0,0.2,0.2,0.08,0.28,0.11,0.12,2018-02-26,2018-02-15,2.0,1.13,1.13,0.12,1.21,1.05,1.0,2018-02-26,2017.0,FY2017,FY2018,87.0,,,,324.0,325.0,323.0,91.5,,,,339.5,342.0,337.0,,-0.08000000000000002,False,-0.1299999999999999,False,,,
LNTH,2018-05-02,20180502_LNTH,raw_data/transcripts/maec/MAEC_Dataset/20180502_LNTH/text.txt,2018-03-31,2017-12-31,2018-03-31,2018-04-19,3.0,0.22,0.23,0.02,0.24,0.2,0.22,2018-05-02,2018-02-15,2.0,1.13,1.13,0.12,1.21,1.05,1.0,2018-02-26,2017.0,FY2017,FY2018,87.0,,,,324.0,325.0,323.0,91.5,,,,339.5,342.0,337.0,,0.0,False,-0.1299999999999999,False,,,
LOCO,2016-08-04,20160804_LOCO,raw_data/transcripts/maec/MAEC_Dataset/20160804_LOCO/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,7.0,0.18,0.19,0.01,0.2,0.17,0.19,2016-08-04,2016-02-18,8.0,0.68,0.68,0.01,0.7,0.67,0.71,2016-03-10,2015.0,FY2015,FY2016,65.0,0.6799999999999999,0.69,0.67,,,,66.5,0.675,0.68,0.67,,,,0.6799999999999999,0.010000000000000009,True,0.029999999999999916,True,0.030000000000000027,True,False
LOCO,2017-11-02,20171102_LOCO,raw_data/transcripts/maec/MAEC_Dataset/20171102_LOCO/text.txt,2017-09-30,2016-12-31,2017-09-30,2017-10-19,6.0,0.18,0.18,0.01,0.19,0.16,0.15,2017-11-02,2017-02-16,7.0,0.67,0.67,0.0,0.68,0.67,0.66,2017-03-09,2016.0,FY2016,FY2017,66.5,0.675,0.68,0.67,,,,64.75,0.62,0.63,0.61,,,,0.675,-0.03,False,-0.010000000000000009,False,-0.015000000000000013,False,False
LOGM,2015-04-28,20150428_LOGM,raw_data/transcripts/maec/MAEC_Dataset/20150428_LOGM/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,10.0,0.27,0.27,0.01,0.27,0.26,0.33,2015-04-28,2015-01-15,9.0,1.16,1.16,0.0,1.17,1.15,1.18,2015-02-12,2014.0,FY2014,FY2015,48.2,,,,220.75,221.0,220.5,66.8,,,,269.85,270.1,269.6,,0.06,True,0.020000000000000018,True,,,
LOGM,2015-10-22,20151022_LOGM,raw_data/transcripts/maec/MAEC_Dataset/20151022_LOGM/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,11.0,0.43,0.43,0.02,0.44,0.36,0.46,2015-10-22,2015-01-15,9.0,1.16,1.16,0.0,1.17,1.15,1.18,2015-02-12,2014.0,FY2014,FY2015,48.2,,,,220.75,221.0,220.5,66.8,,,,269.85,270.1,269.6,,0.030000000000000027,True,0.020000000000000018,True,,,
LOGM,2016-02-11,20160211_LOGM,raw_data/transcripts/maec/MAEC_Dataset/20160211_LOGM/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,11.0,0.47,0.47,0.0,0.47,0.46,0.51,2016-02-11,2016-01-14,11.0,1.61,1.61,0.01,1.62,1.6,1.66,2016-02-11,2015.0,FY2015,FY2016,66.8,,,,269.85,270.1,269.6,88.2,,,,335.25,335.5,335.0,,0.040000000000000036,True,0.04999999999999982,True,,,
LOGM,2017-02-28,20170228_LOGM,raw_data/transcripts/maec/MAEC_Dataset/20170228_LOGM/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,10.0,0.58,0.58,0.01,0.59,0.56,0.62,2017-02-28,2017-02-16,10.0,1.99,1.99,0.02,2.03,1.97,2.03,2017-02-28,2016.0,FY2016,FY2017,88.2,,,,335.25,335.5,335.0,367.5,,,,987.5,988.0,987.0,,0.040000000000000036,True,0.039999999999999813,True,,,
LOW,2015-11-18,20151118_LOW,raw_data/transcripts/maec/MAEC_Dataset/20151118_LOW/text.txt,2015-10-31,2015-01-31,2015-10-31,2015-10-15,26.0,0.78,0.78,0.02,0.81,0.74,0.8,2015-11-18,2015-02-19,22.0,2.67,2.67,0.02,2.71,2.63,2.7,2015-02-25,2015.0,FY2015,FY2016,,,,,55954.31,56087.85,55820.765,,3.29,3.29,3.29,58893.595,59034.15,58753.035,,0.020000000000000018,True,0.03000000000000025,True,,,
LOW,2016-05-18,20160518_LOW,raw_data/transcripts/maec/MAEC_Dataset/20160518_LOW/text.txt,2016-04-30,2016-01-31,2016-04-30,2016-04-14,23.0,0.84,0.84,0.01,0.86,0.82,0.87,2016-05-18,2016-02-18,28.0,3.3,3.3,0.01,3.33,3.28,3.29,2016-02-24,2016.0,FY2016,FY2017,,3.29,3.29,3.29,58893.595,59034.15,58753.035,,,,,64686.03,64981.4,64390.66,3.29,0.030000000000000027,True,-0.009999999999999787,False,0.0,False,True
LOW,2017-03-01,20170301_LOW,raw_data/transcripts/maec/MAEC_Dataset/20170301_LOW/text.txt,2017-01-31,2017-01-31,2017-01-31,2017-02-16,27.0,0.79,0.79,0.02,0.86,0.74,0.86,2017-03-01,2017-02-16,26.0,3.9,3.92,0.08,4.0,3.53,3.99,2017-03-01,2017.0,FY2017,FY2018,,,,,64686.03,64981.4,64390.66,,,,,68267.85,68267.85,68267.85,,0.06999999999999995,True,0.0900000000000003,True,,,
LOW,2017-05-24,20170524_LOW,raw_data/transcripts/maec/MAEC_Dataset/20170524_LOW/text.txt,2017-04-30,2017-01-31,2017-04-30,2017-05-18,28.0,1.06,1.06,0.03,1.13,1.0,1.03,2017-05-24,2017-02-16,26.0,3.9,3.92,0.08,4.0,3.53,3.99,2017-03-01,2017.0,FY2017,FY2018,,,,,64686.03,64981.4,64390.66,,,,,68267.85,68267.85,68267.85,,-0.030000000000000027,False,0.0900000000000003,True,,,
LOW,2017-08-23,20170823_LOW,raw_data/transcripts/maec/MAEC_Dataset/20170823_LOW/text.txt,2017-07-31,2017-01-31,2017-07-31,2017-08-17,27.0,1.61,1.61,0.03,1.65,1.52,1.57,2017-08-23,2017-02-16,26.0,3.9,3.92,0.08,4.0,3.53,3.99,2017-03-01,2017.0,FY2017,FY2018,,,,,64686.03,64981.4,64390.66,,,,,68267.85,68267.85,68267.85,,-0.040000000000000036,False,0.0900000000000003,True,,,
LPNT,2015-05-01,20150501_LPNT,raw_data/transcripts/maec/MAEC_Dataset/20150501_LPNT/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,21.0,0.99,0.99,0.06,1.08,0.83,1.0,2015-05-01,2015-01-15,16.0,3.24,3.24,0.09,3.39,3.13,3.42,2015-02-12,2014.0,FY2014,FY2015,635.0,,,,4475.0,4500.0,4450.0,707.5,,,,5200.0,5250.0,5150.0,,0.010000000000000009,True,0.17999999999999972,True,,,
LPNT,2015-07-31,20150731_LPNT,raw_data/transcripts/maec/MAEC_Dataset/20150731_LPNT/text.txt,2015-06-30,2014-12-31,2015-06-30,2015-07-16,21.0,0.99,0.98,0.05,1.09,0.91,1.0,2015-07-31,2015-01-15,16.0,3.24,3.24,0.09,3.39,3.13,3.42,2015-02-12,2014.0,FY2014,FY2015,635.0,,,,4475.0,4500.0,4450.0,707.5,,,,5200.0,5250.0,5150.0,,0.010000000000000009,True,0.17999999999999972,True,,,
LPNT,2015-10-30,20151030_LPNT,raw_data/transcripts/maec/MAEC_Dataset/20151030_LPNT/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,21.0,0.9,0.9,0.03,0.95,0.85,0.97,2015-10-30,2015-01-15,16.0,3.24,3.24,0.09,3.39,3.13,3.42,2015-02-12,2014.0,FY2014,FY2015,635.0,,,,4475.0,4500.0,4450.0,707.5,,,,5200.0,5250.0,5150.0,,0.06999999999999995,True,0.17999999999999972,True,,,
LPNT,2016-07-29,20160729_LPNT,raw_data/transcripts/maec/MAEC_Dataset/20160729_LPNT/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,21.0,0.9,0.9,0.03,0.95,0.86,0.71,2016-07-29,2016-01-14,18.0,4.02,4.04,0.07,4.17,3.92,4.09,2016-02-12,2015.0,FY2015,FY2016,707.5,,,,5200.0,5250.0,5150.0,750.0,,,,6400.0,6450.0,6350.0,,-0.19000000000000006,False,0.07000000000000028,True,,,
LPSN,2016-02-10,20160210_LPSN,raw_data/transcripts/maec/MAEC_Dataset/20160210_LPSN/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,8.0,0.53,0.55,0.08,0.6,0.45,1.05,2016-02-10,2016-01-14,8.0,1.94,1.95,0.08,2.1,1.8,2.4,2016-02-10,2015.0,FY2015,FY2016,20.7,1.875,1.95,1.8,239.5,240.0,239.0,19.35,-1.2000000000000002,-1.05,-1.35,223.0,223.5,222.5,1.875,0.52,True,0.45999999999999996,True,0.5249999999999999,True,False
LPSN,2016-05-04,20160504_LPSN,raw_data/transcripts/maec/MAEC_Dataset/20160504_LPSN/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,8.0,-0.06,-0.07,0.11,0.15,-0.15,0.0,2016-05-04,2016-01-14,8.0,1.94,1.95,0.08,2.1,1.8,2.4,2016-02-10,2015.0,FY2015,FY2016,20.7,1.875,1.95,1.8,239.5,240.0,239.0,19.35,-1.2000000000000002,-1.05,-1.35,223.0,223.5,222.5,1.875,0.06,True,0.45999999999999996,True,0.5249999999999999,True,False
LPSN,2017-07-26,20170726_LPSN,raw_data/transcripts/maec/MAEC_Dataset/20170726_LPSN/text.txt,2017-06-30,2016-12-31,2017-06-30,2017-07-20,6.0,0.23,0.23,0.08,0.3,0.15,0.15,2017-07-26,2017-01-19,6.0,-1.28,-1.28,0.08,-1.2,-1.35,-2.1,2017-02-08,2016.0,FY2016,FY2017,19.35,-1.2000000000000002,-1.05,-1.35,223.0,223.5,222.5,18.2,1.125,1.2,1.05,218.0,218.5,217.5,-1.2000000000000002,-0.08000000000000002,False,-0.8200000000000001,False,-0.8999999999999999,False,False
LPT,2017-07-25,20170725_LPT,raw_data/transcripts/maec/MAEC_Dataset/20170725_LPT/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LPX,2016-02-11,20160211_LPX,raw_data/transcripts/maec/MAEC_Dataset/20160211_LPX/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,11.0,-0.02,-0.02,0.05,0.06,-0.08,0.01,2016-02-11,2016-01-14,11.0,-0.36,-0.35,0.05,-0.28,-0.44,-0.32,2016-02-11,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.03,True,0.03999999999999998,True,,,
LPX,2016-05-09,20160509_LPX,raw_data/transcripts/maec/MAEC_Dataset/20160509_LPX/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,11.0,0.02,0.02,0.03,0.1,-0.01,0.05,2016-05-09,2016-01-14,11.0,-0.36,-0.35,0.05,-0.28,-0.44,-0.32,2016-02-11,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.030000000000000002,True,0.03999999999999998,True,,,
LQDT,2016-02-04,20160204_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20160204_LQDT/text.txt,2015-12-31,2015-09-30,2015-12-31,2016-01-14,5.0,-0.05,-0.03,0.03,-0.02,-0.09,-0.11,2016-02-04,2015-10-15,5.0,0.6,0.6,0.01,0.61,0.58,0.6,2015-11-19,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,-0.06,False,0.0,False,,,
LQDT,2016-08-04,20160804_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20160804_LQDT/text.txt,2016-06-30,2015-09-30,2016-06-30,2016-07-14,3.0,-0.09,-0.08,0.03,-0.06,-0.12,0.07,2016-08-04,2015-10-15,5.0,0.6,0.6,0.01,0.61,0.58,0.6,2015-11-19,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.16,True,0.0,False,,,
LQDT,2017-02-09,20170209_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20170209_LQDT/text.txt,2016-12-31,2016-09-30,2016-12-31,2017-01-19,3.0,-0.29,-0.31,0.04,-0.24,-0.31,-0.22,2017-02-09,2016-10-20,2.0,-0.09,-0.09,0.01,-0.08,-0.1,-0.02,2016-11-17,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.06999999999999998,True,0.06999999999999999,True,,,
LQDT,2017-05-04,20170504_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20170504_LQDT/text.txt,2017-03-31,2016-09-30,2017-03-31,2017-04-20,3.0,-0.23,-0.26,0.08,-0.14,-0.3,-0.21,2017-05-04,2016-10-20,2.0,-0.09,-0.09,0.01,-0.08,-0.1,-0.02,2016-11-17,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.020000000000000018,True,0.06999999999999999,True,,,
LQDT,2017-12-05,20171205_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20171205_LQDT/text.txt,2017-09-30,2017-09-30,2017-09-30,2017-11-16,3.0,-0.24,-0.22,0.05,-0.2,-0.3,-0.33,2017-12-05,2017-11-16,2.0,-0.91,-0.91,0.06,-0.87,-0.95,-0.98,2017-12-05,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,-0.09000000000000002,False,-0.06999999999999995,False,,,
LQDT,2018-02-01,20180201_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20180201_LQDT/text.txt,2017-12-31,2017-09-30,2017-12-31,2018-01-18,2.0,-0.32,-0.32,0.04,-0.29,-0.34,-0.14,2018-02-01,2017-11-16,2.0,-0.91,-0.91,0.06,-0.87,-0.95,-0.98,2017-12-05,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.18,True,-0.06999999999999995,False,,,
LQDT,2018-05-03,20180503_LQDT,raw_data/transcripts/maec/MAEC_Dataset/20180503_LQDT/text.txt,2018-03-31,2017-09-30,2018-03-31,2018-04-19,2.0,-0.14,-0.14,0.03,-0.12,-0.16,-0.12,2018-05-03,2017-11-16,2.0,-0.91,-0.91,0.06,-0.87,-0.95,-0.98,2017-12-05,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.020000000000000018,True,-0.06999999999999995,False,,,
LRCX,2015-04-20,20150420_LRCX,raw_data/transcripts/maec/MAEC_Dataset/20150420_LRCX/text.txt,2015-03-31,2014-06-30,2015-03-31,2015-04-16,19.0,0.13,0.13,0.0,0.13,0.13,0.14,2015-04-20,2014-07-17,19.0,0.44,0.44,0.0,0.45,0.44,0.442,2014-07-30,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,0.010000000000000009,True,0.0020000000000000018,True,,,
LRCX,2016-10-19,20161019_LRCX,raw_data/transcripts/maec/MAEC_Dataset/20161019_LRCX/text.txt,2016-09-30,2016-06-30,2016-09-30,2016-09-15,19.0,0.18,0.18,0.0,0.18,0.17,0.181,2016-10-19,2016-07-14,19.0,0.62,0.62,0.03,0.65,0.5,0.637,2016-07-27,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.0010000000000000009,True,0.017000000000000015,True,,,
LRCX,2017-01-25,20170125_LRCX,raw_data/transcripts/maec/MAEC_Dataset/20170125_LRCX/text.txt,2016-12-31,2016-06-30,2016-12-31,2017-01-19,18.0,0.22,0.22,0.0,0.23,0.21,0.224,2017-01-25,2016-07-14,19.0,0.62,0.62,0.03,0.65,0.5,0.637,2016-07-27,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.0040000000000000036,True,0.017000000000000015,True,,,
LRCX,2017-04-18,20170418_LRCX,raw_data/transcripts/maec/MAEC_Dataset/20170418_LRCX/text.txt,2017-03-31,2016-06-30,2017-03-31,2017-03-16,19.0,0.26,0.25,0.0,0.26,0.25,0.28,2017-04-18,2016-07-14,19.0,0.62,0.62,0.03,0.65,0.5,0.637,2016-07-27,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.020000000000000018,True,0.017000000000000015,True,,,
LSTR,2015-04-23,20150423_LSTR,raw_data/transcripts/maec/MAEC_Dataset/20150423_LSTR/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,20.0,0.73,0.74,0.02,0.76,0.68,0.67,2015-04-23,2015-01-15,22.0,3.03,3.03,0.01,3.05,3.01,3.07,2015-01-29,2014.0,FY2014,FY2015,,,,,3000.0,,3000.0,,,,,,,,,-0.05999999999999994,False,0.040000000000000036,True,,,
LSTR,2016-10-20,20161020_LSTR,raw_data/transcripts/maec/MAEC_Dataset/20161020_LSTR/text.txt,2016-09-30,2015-12-31,2016-09-30,2016-09-15,18.0,0.81,0.81,0.01,0.82,0.79,0.86,2016-10-19,2016-01-14,20.0,3.37,3.36,0.02,3.43,3.34,3.37,2016-01-28,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.04999999999999993,True,0.0,False,,,
LSTR,2017-04-27,20170427_LSTR,raw_data/transcripts/maec/MAEC_Dataset/20170427_LSTR/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-04-20,14.0,0.74,0.74,0.01,0.75,0.71,0.77,2017-04-26,2017-01-19,18.0,3.17,3.18,0.03,3.2,3.05,3.25,2017-02-01,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.030000000000000027,True,0.08000000000000007,True,,,
LSTR,2018-04-26,20180426_LSTR,raw_data/transcripts/maec/MAEC_Dataset/20180426_LSTR/text.txt,2018-03-31,2017-12-31,2018-03-31,2018-04-19,13.0,1.35,1.37,0.04,1.4,1.27,1.37,2018-04-25,2018-01-18,13.0,3.69,3.69,0.02,3.71,3.66,3.75,2018-01-31,2017.0,FY2017,FY2018,,,,,,,,,,,,,,,,0.020000000000000018,True,0.06000000000000005,True,,,
LTC,2016-05-03,20160503_LTC,raw_data/transcripts/maec/MAEC_Dataset/20160503_LTC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LTC,2017-02-23,20170223_LTC,raw_data/transcripts/maec/MAEC_Dataset/20170223_LTC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LUV,2016-10-26,20161026_LUV,raw_data/transcripts/maec/MAEC_Dataset/20161026_LUV/text.txt,2016-09-30,2015-12-31,2016-09-30,2016-10-20,15.0,0.88,0.88,0.02,0.9,0.83,0.93,2016-10-26,2016-01-14,17.0,3.52,3.52,0.03,3.58,3.45,3.52,2016-01-21,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.050000000000000044,True,0.0,False,,,
LXP,2016-02-23,20160223_LXP,raw_data/transcripts/maec/MAEC_Dataset/20160223_LXP/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-02-18,3.0,0.45,0.45,0.05,0.5,0.4,0.7,2016-02-23,2016-02-18,2.0,1.98,1.98,0.04,2.0,1.95,2.25,2016-02-23,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.24999999999999994,True,0.27,True,,,
LXP,2016-08-09,20160809_LXP,raw_data/transcripts/maec/MAEC_Dataset/20160809_LXP/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,3.0,0.5,0.5,0.0,0.5,0.5,1.0,2016-08-09,2016-02-18,2.0,1.98,1.98,0.04,2.0,1.95,2.25,2016-02-23,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.5,True,0.27,True,,,
LXP,2017-03-01,20170301_LXP,raw_data/transcripts/maec/MAEC_Dataset/20170301_LXP/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,3.0,0.38,0.35,0.06,0.45,0.35,0.3,2017-03-01,2017-02-16,3.0,1.82,1.85,0.06,1.85,1.75,1.85,2017-03-01,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.08000000000000002,False,0.030000000000000027,True,,,
LXU,2015-11-06,20151106_LXU,raw_data/transcripts/maec/MAEC_Dataset/20151106_LXU/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LYB,2016-07-29,20160729_LYB,raw_data/transcripts/maec/MAEC_Dataset/20160729_LYB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LYB,2017-02-03,20170203_LYB,raw_data/transcripts/maec/MAEC_Dataset/20170203_LYB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LYV,2015-02-26,20150226_LYV,raw_data/transcripts/maec/MAEC_Dataset/20150226_LYV/text.txt,2014-12-31,2014-12-31,2014-12-31,2015-02-19,7.0,-0.4,-0.43,0.06,-0.29,-0.46,-0.41,2015-02-26,2015-02-19,8.0,0.04,0.04,0.06,0.13,-0.04,0.09,2015-02-26,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.009999999999999953,False,0.049999999999999996,True,,,
LYV,2015-04-30,20150430_LYV,raw_data/transcripts/maec/MAEC_Dataset/20150430_LYV/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,6.0,-0.33,-0.34,0.11,-0.2,-0.49,-0.31,2015-04-30,2015-02-19,8.0,0.04,0.04,0.06,0.13,-0.04,0.09,2015-02-26,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,0.020000000000000018,True,0.049999999999999996,True,,,
LYV,2015-08-10,20150810_LYV,raw_data/transcripts/maec/MAEC_Dataset/20150810_LYV/text.txt,2015-06-30,2014-12-31,2015-06-30,2015-07-16,5.0,0.1,0.11,0.05,0.14,0.01,0.06,2015-08-10,2015-02-19,8.0,0.04,0.04,0.06,0.13,-0.04,0.09,2015-02-26,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.04000000000000001,False,0.049999999999999996,True,,,
LYV,2015-10-29,20151029_LYV,raw_data/transcripts/maec/MAEC_Dataset/20151029_LYV/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,6.0,0.43,0.41,0.05,0.51,0.38,0.38,2015-10-29,2015-02-19,8.0,0.04,0.04,0.06,0.13,-0.04,0.09,2015-02-26,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.04999999999999999,False,0.049999999999999996,True,,,
LYV,2016-02-25,20160225_LYV,raw_data/transcripts/maec/MAEC_Dataset/20160225_LYV/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-02-18,6.0,-0.34,-0.3,0.12,-0.18,-0.5,-0.47,2016-02-25,2016-02-18,6.0,-0.11,-0.11,0.15,0.06,-0.32,-0.33,2016-02-25,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,-0.12999999999999995,False,-0.22000000000000003,False,,,
LYV,2016-05-03,20160503_LYV,raw_data/transcripts/maec/MAEC_Dataset/20160503_LYV/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,7.0,-0.29,-0.25,0.11,-0.17,-0.48,-0.29,2016-05-03,2016-02-18,6.0,-0.11,-0.11,0.15,0.06,-0.32,-0.33,2016-02-25,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.0,False,-0.22000000000000003,False,,,
LYV,2016-07-28,20160728_LYV,raw_data/transcripts/maec/MAEC_Dataset/20160728_LYV/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,6.0,0.07,0.06,0.05,0.17,0.02,0.13,2016-07-28,2016-02-18,6.0,-0.11,-0.11,0.15,0.06,-0.32,-0.33,2016-02-25,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.06,True,-0.22000000000000003,False,,,
LYV,2017-02-23,20170223_LYV,raw_data/transcripts/maec/MAEC_Dataset/20170223_LYV/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,8.0,-0.58,-0.59,0.04,-0.49,-0.62,-0.57,2017-02-23,2017-02-16,7.0,-0.25,-0.24,0.07,-0.15,-0.38,-0.23,2017-02-23,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.010000000000000009,True,0.01999999999999999,True,,,
LYV,2017-05-04,20170504_LYV,raw_data/transcripts/maec/MAEC_Dataset/20170504_LYV/text.txt,2017-03-31,2016-12-31,2017-03-31,2017-04-20,8.0,-0.33,-0.32,0.06,-0.25,-0.45,-0.22,2017-05-04,2017-02-16,7.0,-0.25,-0.24,0.07,-0.15,-0.38,-0.23,2017-02-23,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.11000000000000001,True,0.01999999999999999,True,,,
LZB,2015-08-19,20150819_LZB,raw_data/transcripts/maec/MAEC_Dataset/20150819_LZB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
LZB,2017-02-22,20170222_LZB,raw_data/transcripts/maec/MAEC_Dataset/20170222_LZB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
M,2016-02-23,20160223_M,raw_data/transcripts/maec/MAEC_Dataset/20160223_M/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
M,2016-05-11,20160511_M,raw_data/transcripts/maec/MAEC_Dataset/20160511_M/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
M,2016-08-11,20160811_M,raw_data/transcripts/maec/MAEC_Dataset/20160811_M/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
M,2017-02-21,20170221_M,raw_data/transcripts/maec/MAEC_Dataset/20170221_M/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
